ftitre;fannee;anom;freq
VICKY;2016;DENIS IMBERT;168872
MECHANIC : RESURRECTION;2016;DENNIS GANSEL;1487771
UNE VIE ENTRE DEUX OCEANS;2016;DEREK CIANFRANCE;185857
EDDIE THE EAGLE;2016;DEXTER FLETCHER;183025
ARRETE TON CINEMA !;2016;DIANE KURYS;326040
JUILLET AOUT;2016;DIASTEME;171151
DES NOUVELLES DE LA PLANETE MARS;2016;DOMINIK MOLL;144358
CIGOGNES & COMPAGNIE;2016;DOUG SWEETLAND;1212300
ANOMALISA;2016;DUKE JOHNSON;162185
WARCRAFT : LE COMMENCEMENT;2016;DUNCAN JONES;3118254
AMIS PUBLICS;2016;EDOUARD PLUVIEUX;1811228
JACK REACHER : NEVER GO BACK;2016;EDWARD ZWICK;1196735
L'ORIGINE DE LA VIOLENCE;2016;ELIE CHOURAQUI;159725
MON MAITRE D'ECOLE;2016;EMILIE THEROND;310370
LA TOUR 2 CONTROLE INFERNALE;2016;ERIC JUDOR;882373
RETOUR CHEZ MA MERE;2016;ERIC LAVAINE;5357278
POINT BREAK;2016;ERICSON CORE;1208545
CHALA, UNE ENFANCE CUBAINE;2016;ERNESTO DARANAS;192522
AVE CESAR !;2016;ETHAN COEN;1620722
BANG GANG (UNE HISTOIRE D'AMOUR MODERNE);2016;EVA HUSSON;68373
LES ESPIEGLES;2016;EVALDS LACIS;145146
CAMPING 3;2016;FABIEN ONTENIENTE;7865121
GOOD LUCK ALGERIA;2016;FARID BENTOUMI;470889
DON'T BREATHE - LA MAISON DES TENEBRES;2016;FEDE ALVAREZ;652589
BELGICA;2016;FELIX VAN GROENINGEN;135017
ANGRY BIRDS - LE FILM;2016;FERGAL REILLY;1855980
A PERFECT DAY (UN JOUR COMME UN AUTRE);2016;FERNANDO LEON DE ARANOA;185283
PENSION COMPLETE;2016;FLORENT EMILIO SIRI;613610
COLONIA;2016;FLORIAN GALLENBERGER;321954
PATTAYA;2016;FRANCK GASTAMBIDE;4693823
ADOPTE UN VEUF;2016;FRANCOIS DESAGNAT;2642030
FRANTZ;2016;FRANCOIS OZON;1480079
TOUT SCHUSS;2016;FRANCOIS PREVOT-LEYGONIE;1273417
RADIN !;2016;FRED CAVAYE;6041087
L'IDEAL;2016;FREDERIC BEIGBEDER;408725
MOKA;2016;FREDERIC MERMOUD;501589
LE CONVOI;2016;FREDERIC SCHOENDOERFFER;330126
C'EST QUOI CETTE FAMILLE ?!;2016;GABRIEL JULIEN-LAFERRIERE;1825405
JOYEUSE FETE DES MERES;2016;GARRY MARSHALL;464050
FREE STATE OF JONES;2016;GARY ROSS;256225
JANE GOT A GUN;2016;GAVIN O'CONNOR;330705
LA GRANDE VADROUILLE (REP 2016);2016;GERARD OURY;111949
L'AIGLE ET L'ENFANT;2016;GERARDO OLIVARES;362946
FUOCOAMMARE, PAR DELA LAMPEDUSA;2016;GIANFRANCO ROSI;100283
ARRETEZ-MOI LA;2016;GILLES BANNIER;118053
LA FORET DE QUINCONCES;2016;GREGOIRE LEPRINCE-RINGUET;87808
NOS SOUVENIRS;2016;GUS VAN SANT;65813
SAINT AMOUR;2016;GUSTAVE KERVERN;1359144
NERVE;2016;HENRY JOOST;1851571
THE ASSASSIN;2016;HOU HSIAO-HSIEN;513636
DIVINES;2016;HOUDA BENYAMINA;785326
L'OLIVIER;2016;ICIAR BOLLAIN;65353
NAHID;2016;IDA PANAHANDEH;240432
FIVE;2016;IGOR GOTESMAN;1754837
HARDCORE HENRY;2016;ILYA NAISHULLER;127536
BROOKLYN VILLAGE;2016;IRA SACHS;283664
PROMENONS-NOUS AVEC LES PETITS LOUPS;2016;ISMAEL MON;90313
LA 5EME VAGUE;2016;J BLAKESON;2346650
LES SAISONS;2016;JACQUES CLUZAUD;2382843
LES SAISONS;2016;JACQUES PERRIN;2382843
HORS CONTROLE;2016;JAKE SZYMANSKI;495720
ALICE DE L'AUTRE COTE DU MIROIR;2016;JAMES BOBIN;3096944
AMERICAN NIGHTMARE 3 : ELECTIONS;2016;JAMES DEMONACO;1638964
BRICE 3;2016;JAMES HUTH;2695173
TRUTH : LE PRIX DE LA VERITE;2016;JAMES VANDERBILT;244277
CONJURING 2 - LE CAS ENFIELD;2016;JAMES WAN;3467858
PROMENONS-NOUS AVEC LES PETITS LOUPS;2016;JANG SEONG JI;90313
LES ESPIEGLES;2016;JANIS CIMERMANIS;145146
INSTINCT DE SURVIE (THE SHALLOWS);2016;JAUME COLLET-SERRA;1336997
DALTON TRUMBO;2016;JAY ROACH;339840
APNEE;2016;JEAN-CHRISTOPHE MEURISSE;40228
BLOOD FATHER;2016;JEAN-FRANCOIS RICHET;506044
DOFUS - LIVRE 1 : JULITH;2016;JEAN-JACQUES DENIS;203557
DEMOLITION;2016;JEAN-MARC VALLEE;241433
LES VISITEURS - LA REVOLUTION;2016;JEAN-MARIE POIRE;5272214
LE CORRESPONDANT;2016;JEAN-MICHEL BEN SOUSSAN;153545
LA FILLE INCONNUE;2016;JEAN-PIERRE DARDENNE;325908
MIDNIGHT SPECIAL;2016;JEFF NICHOLS;610053
KUNG FU PANDA 3;2016;JENNIFER YUH;5418263
GREEN ROOM;2016;JEREMY SAULNIER;120890
RATCHET ET CLANK;2016;JERICCA CLELAND;410780
MONSIEUR BOUT-DE-BOIS;2016;JEROEN JASPAERT;133994
L'ODYSSEE;2016;JEROME SALLE;1924278
L'ECONOMIE DU COUPLE;2016;JOACHIM LAFOSSE;473699
LES CHEVALIERS BLANCS;2016;JOACHIM LAFOSSE;451626
MONEY MONSTER;2016;JODIE FOSTER;2020850
CAPTAIN AMERICA : CIVIL WAR;2016;JOE RUSSO;6745108
AVE CESAR !;2016;JOEL COEN;1620722
THE DOOR;2016;JOHANNES ROBERTS;604976
BROOKLYN;2016;JOHN CROWLEY;326375
TRIPLE 9;2016;JOHN HILLCOAT;709014
LE LIVRE DE LA JUNGLE;2016;JON FAVREAU;8350286
BAD MOMS;2016;JON LUCAS;857885
INSAISISSABLES 2;2016;JON M. CHU;5034576
DESIERTO;2016;JONAS CUARON;247634
TINI - LA NOUVELLE VIE DE VIOLETTA;2016;JUAN PABLO BUSCARINI;463570
PROMENONS-NOUS AVEC LES PETITS LOUPS;2016;JULIA OCKER;90313
BRAQUEURS;2016;JULIEN LECLERCQ;1036067
BIENVENUE A MARLY-GOMONT;2016;JULIEN RAMBALDI;1400965
ROSALIE BLUM;2016;JULIEN RAPPENEAU;877094
MA MA;2016;JULIO MEDEM;55005
STAR TREK SANS LIMITES;2016;JUSTIN LIN;1624524
VICTORIA;2016;JUSTINE TRIET;1536541
MARSEILLE;2016;KAD MERAD;1630463
CHOUF;2016;KARIM DRIDI;577880
RANDONNEURS AMATEURS;2016;KEN KWAPIS;67420
RATCHET ET CLANK;2016;KEVIN MUNROE;410780
MARIAGE A LA GRECQUE 2;2016;KIRK JONES;62983
AQUARIUS;2016;KLEBER MENDONCA FILHO;318241
LA PIECE - LES DERNIERS SERONT LES PREMIERS;2016;LAMINE DIAKITE;110209
FRITZ BAUER UN HEROS ALLEMAND;2016;LARS KRAUME;189871
TORIL;2016;LAURENT TEYSSIER;32769
UN HOMME A LA HAUTEUR;2016;LAURENT TIRARD;1697042
LES OGRES;2016;LEA FEHNER;247504
LA PASSION D'AUGUSTINE;2016;LEA POOL;131117
LA SAISON DES FEMMES;2016;LEENA YADAV;393811
ROOM;2016;LENNY ABRAHAMSON;376982
ELVIS & NIXON;2016;LIZA JOHNSON;98599
LE VOYAGE DE FANNY;2016;LOLA DOILLON;247146
GRIMSBY - AGENT TROP SPECIAL;2016;LOUIS LETERRIER;220089
LA FILLE INCONNUE;2016;LUC DARDENNE;325908
A BIGGER SPLASH;2016;LUCA GUADAGNINO;70545
DIEUMERCI !;2016;LUCIEN JEAN-BAPTISTE;299249
MORGANE;2016;LUKE SCOTT;213312
LE GARCON ET LA BETE;2016;MAMORU HOSODA;404266
LES NOUVELLES AVENTURES DE PAT ET MAT;2016;MAREK BENES;91117
TONI ERDMANN;2016;MAREN ADE;843411
LE SECRET DES BANQUISES;2016;MARIE MADINIER;36794
LE CIEL ATTENDRA;2016;MARIE-CASTILLE MENTION-SCHAAR;487276
JOSEPHINE S'ARRONDIT;2016;MARILOU BERRY;2086720
ET TA SOEUR;2016;MARION VERNOUX;311448
LES ESPIEGLES;2016;MARIS BRINKMANIS;145146
PROMENONS-NOUS AVEC LES PETITS LOUPS;2016;MARTA FARINA;90313
CAPTAIN FANTASTIC;2016;MATT ROSS;561278
L'AVENIR;2016;MIA HANSEN-LOVE;693420
13 HOURS;2016;MICHAEL BAY;258720
FREE DANCE;2016;MICHAEL DAMIAN;331416
LA TORTUE ROUGE;2016;MICHAEL DUDOK DE WIT;804171
GENIUS;2016;MICHAEL GRANDAGE;207617
WHERE TO INVADE NEXT;2016;MICHAEL MOORE;74333
IQBAL, L'ENFANT QUI N'AVAIT PAS PEUR;2016;MICHEL FUZELLIER;94727
IVAN TSAREVITCH ET LA PRINCESSE CHANGEANTE;2016;MICHEL OCELOT;83969
LES TROLLS;2016;MIKE MITCHELL;2114215
L'AGE DE GLACE : LES LOIS DE L'UNIVERS;2016;MIKE THURMEIER;7831793
CE SENTIMENT DE L'ETE;2016;MIKHAEL HERS;95300
CLASH;2016;MOHAMED DIAB;49743
LA VACHE;2016;MOHAMED HAMIDI;3140759
VOIR DU PAYS;2016;MURIEL COULIN;73251
LES DELICES DE TOKYO;2016;NAOMI KAWASE;739521
CIGOGNES & COMPAGNIE;2016;NICHOLAS STOLLER;1212300
NOS PIRES VOISINS 2;2016;NICHOLAS STOLLER;1142541
THE NEON DEMON;2016;NICOLAS WINDING REFN;343442
MAL DE PIERRES;2016;NICOLE GARCIA;694110
LES TUCHE 2 - LE REVE AMERICAIN;2016;OLIVIER BAROUX;11250342
LA FILLE DU PATRON;2016;OLIVIER LOUSTAU;115164
L'AIGLE ET L'ENFANT;2016;OTMAR PENKER;362946
JE VOUS SOUHAITE D'ETRE FOLLEMENT AIMEE;2016;OUNIE LECOMTE;102970
EL CLAN;2016;PABLO TRAPERO;263091
FOLLES DE JOIE;2016;PAOLO VIRZI;320392
TOUT DE SUITE MAINTENANT;2016;PASCAL BONITZER;421053
UN PETIT BOULOT;2016;PASCAL CHAUMEIL;959380
JE COMPTE SUR VOUS;2016;PASCAL ELBE;281556
S.O.S FANTOMES;2016;PAUL FEIG;657483
JASON BOURNE;2016;PAUL GREENGRASS;3312715
ELLE;2016;PAUL VERHOEVEN;1321411
JULIETA;2016;PEDRO ALMODOVAR;1850140
DEEPWATER;2016;PETER BERG;679042
SEUL CONTRE TOUS;2016;PETER LANDESMAN;262485
FREE LOVE;2016;PETER SOLLETT;83802
DEBARQUEMENT IMMEDIAT !;2016;PHILIPPE DE CHAUVERON;944876
GUIBORD S'EN VA-T-EN GUERRE;2016;PHILIPPE FALARDEAU;91137
LE FILS DE JEAN;2016;PHILIPPE LIORET;921316
EPERDUMENT;2016;PIERRE GODEAU;460019
PROMENONS-NOUS AVEC LES PETITS LOUPS;2016;POLINA MINCHENOK;90313
PARIS-WILLOUBY;2016;QUENTIN REYNAUD;184882
LES 8 SALOPARDS;2016;QUENTIN TARANTINO;4184363
HIBOU;2016;RAMZY BEDIA;21826
AGENTS PRESQUE SECRETS;2016;RAWSON THURBER;1365172
LES HABITANTS;2016;RAYMOND DEPARDON;195845
MAGGIE A UN PLAN;2016;REBECCA MILLER;126619
TOUT EN HAUT DU MONDE;2016;REMI CHAYE;487101
ZOOTOPIE;2016;RICH MOORE;10878753
TOUT, TOUT DE SUITE;2016;RICHARD BERRY;40809
EVERYBODY WANTS SOME !!;2016;RICHARD LINKLATER;53019
FIRST DATE;2016;RICHARD TANNE;51278
THE WAVE;2016;ROAR UTHAUG;62514
CHAIR DE POULE - LE FILM;2016;ROB LETTERMAN;749479
AINSI VA LA VIE;2016;ROB REINER;52258
THE WITCH;2016;ROBERT EGGERS;314525
DIVERGENTE 3 : AU-DELA DU MUR;2016;ROBERT SCHWENTKE;5179286
LES ARDENNES;2016;ROBIN PRONT;100674
INDEPENDENCE DAY - RESURGENCE;2016;ROLAND EMMERICH;2805961
CHOCOLAT;2016;ROSCHDY ZEM;4552533
CREED L'HERITAGE DE ROCKY BALBOA;2016;RYAN COOGLER;3893163
MERCENAIRE;2016;SACHA WOLFF;74638
DANS LES FORETS DE SIBERIE;2016;SAFY NEBBOU;653012
TEMPETE;2016;SAMUEL COLLARDEY;107689
BAD MOMS;2016;SCOTT MOORE;857885
MARIE ET LES NAUFRAGES;2016;SEBASTIEN BETBEDER;48051
IRREPROCHABLE;2016;SEBASTIEN MARNIER;396397
LE PROFESSEUR DE VIOLON;2016;SERGIO MACHADO;130425
THE NICE GUYS;2016;SHANE BLACK;907393
BRIDGET JONES BABY;2016;SHARON MAGUIRE;2885527
L'EFFET AQUATIQUE;2016;SOLVEIG ANSPACH;560864
TOUT SCHUSS;2016;STEPHAN ARCHINARD;1273417
LA DANSEUSE;2016;STEPHANIE DI GIUSTO;469646
FLORENCE FOSTER JENKINS;2016;STEPHEN FREARS;330040
LA FABULEUSE GILLY HOPKINS;2016;STEPHEN HEREK;18169
LA COULEUR DE LA VICTOIRE;2016;STEPHEN HOPKINS;403351
LE BGG (LE BON GROS GEANT);2016;STEVEN SPIELBERG;1811584
UN TRAITRE IDEAL;2016;SUSANNA WHITE;249942
VENDEUR;2016;SYLVAIN DESCLOUS;133848
DEGRADE;2016;TARZAN NASSER;85686
MEDECIN DE CAMPAGNE;2016;THOMAS LILTI;3708812
SPOTLIGHT;2016;THOMAS MCCARTHY;1445507
LA DREAM TEAM;2016;THOMAS SORRIAUX;522286
LA NOUVELLE VIE DE PAUL SNEIJDER;2016;THOMAS VINCENT;331691
MISS PEREGRINE ET LES ENFANTS PARTICULIERS;2016;TIM BURTON;4084981
DEADPOOL;2016;TIM MILLER;8727409
MISE A L'EPREUVE 2;2016;TIM STORY;117606
BEN-HUR;2016;TIMUR BEKMAMBETOV;968197
A WAR;2016;TOBIAS LINDHOLM;36124
CAROL;2016;TODD HAYNES;1037565
WAR DOGS;2016;TODD PHILLIPS;1248155
LE TECKEL;2016;TODD SOLONDZ;52531
DANISH GIRL;2016;TOM HOOPER;566428
ETERNITE;2016;TRAN ANH HUNG;291871
KUBO ET L'ARMURE MAGIQUE;2016;TRAVIS KNIGHT;897435
LE COEUR REGULIER;2016;VANJA DALCANTARA;144949
AU NOM DE MA FILLE;2016;VINCENT GARENQ;838660
ROBINSON CRUSOE;2016;VINCENT KESTELOOT;891236
ALVIN ET LES CHIPMUNKS - A FOND LA CAISSE;2016;WALT BECKER;3877132
LES TROLLS;2016;WALT DOHRN;2114215
LOVE & FRIENDSHIP;2016;WHIT STILLMAN;370211
THE BOY;2016;WILLIAM BRENT BELL;1014871
CAFE SOCIETY;2016;WOODY ALLEN;2387816
LES PEPITES;2016;XAVIER DE LAUZANNE;255198
JUSTE LA FIN DU MONDE;2016;XAVIER DOLAN;2353753
LE FANTOME DE CANTERVILLE;2016;YANN SAMUELL;828967
COMME DES BETES;2016;YARROW CHENEY;8222557
DERNIER TRAIN POUR BUSAN;2016;YEON SANG-HO;693409
ILS SONT PARTOUT;2016;YVAN ATTAL;429810
BATMAN V. SUPERMAN : L'AUBE DE LA JUSTICE;2016;ZACK SNYDER;5580276
