0	86.37023	90.748223
0.1	86.313234	90.742536
0.2	86.341511	90.875322
0.3	86.478092	91.075581
0.4	86.634063	91.284262
0.5	86.721354	91.428579
0.6	86.75674	91.426643
0.7	86.738085	91.341787
0.8	86.656023	91.303271
0.9	86.535328	91.294276
1	86.419718	91.299895
1.1	86.360467	91.310031
1.2	86.386603	91.261622
1.3	86.464	91.155969
1.4	86.576276	91.101331
1.5	86.684187	91.186309
1.6	86.668914	91.317525
1.7	86.549245	91.420889
1.8	86.464903	91.473332
1.9	86.383302	91.398325
2	86.232583	91.256342
2.1	86.186266	91.171159
2.2	86.333944	91.201617
2.3	86.487256	91.329266
2.4	86.532327	91.416456
2.5	86.509022	91.394209
2.6	86.417646	91.355858
2.7	86.276692	91.355813
2.8	86.245571	91.348522
2.9	86.360453	91.294069
3	86.504608	91.200235
3.1	86.610417	91.103929
3.2	86.625714	91.090261
3.3	86.564921	91.137463
3.4	86.52372	91.173988
3.5	86.570924	91.253923
3.6	86.641885	91.307141
3.7	86.668906	91.288831
3.8	86.647431	91.292074
3.9	86.565598	91.337943
4	86.434796	91.377497
4.1	86.296006	91.323029
4.2	86.237501	91.267514
4.3	86.285589	91.411102
4.4	86.456971	91.782693
4.5	86.771407	92.228884
4.6	87.11772	92.550875
4.7	87.337616	92.72318
4.8	87.434462	92.787204
4.9	87.558181	92.720045
5	87.659611	92.60532
5.1	87.620672	92.559589
5.2	87.557362	92.554677
5.3	87.558741	92.567941
5.4	87.563384	92.619734
5.5	87.591189	92.650387
5.6	87.64412	92.571764
5.7	87.62394	92.423108
5.8	87.579026	92.366395
5.9	87.628286	92.443683
6	87.73773	92.486223
6.1	87.865555	92.491407
6.2	88.001077	92.641258
6.3	88.080144	92.856533
6.4	88.114571	92.936918
6.5	88.144349	92.870721
6.6	88.11804	92.750342
6.7	88.006476	92.582403
6.8	87.889822	92.405541
6.9	87.837142	92.376529
7	87.825085	92.531726
7.1	87.809983	92.698019
7.2	87.7977	92.76635
7.3	87.836028	92.821943
7.4	87.896439	92.880348
7.5	87.903533	92.843411
7.6	87.921304	92.69634
7.7	87.98482	92.531954
7.8	87.992416	92.404775
7.9	87.974877	92.32727
8	88.009363	92.302719
8.1	87.998352	92.295116
8.2	87.913865	92.285026
8.3	87.856443	92.299702
8.4	87.860287	92.36678
8.5	87.911451	92.518134
8.6	88.026011	92.755717
8.7	88.193496	92.930186
8.8	88.303038	92.950783
8.9	88.289905	92.879234
9	88.229674	92.742814
9.1	88.235453	92.639493
9.2	88.243855	92.623853
9.3	88.170339	92.648628
